0	519.8201904297
1.9598433399	519.8403320313
3.9196866799	519.8629760742
5.8795300198	519.8877563477
7.8393733597	519.9127807617
9.7992166997	519.9380493164
11.7590600396	519.9635009766
13.7189033795	519.9892578125
15.6787467195	520.0151367188
17.6385900594	520.0413208008
19.5984333994	520.0677490234
21.5582767393	520.0954589844
23.5181200792	520.1195678711
25.4779634192	520.143371582
27.4378067591	520.1668701172
29.397650099	520.1900634766
31.357493439	520.2129516602
33.3173367789	520.235534668
35.2771801188	520.2578125
37.2370234588	520.2797851563
39.1968667987	520.3014526367
41.1567101386	520.369934082
43.1165534786	520.483215332
45.0763968185	520.6065673828
47.0362401584	520.7398681641
48.9960834984	520.8831787109
50.9559268383	521.0364990234
52.9157701783	521.1998291016
54.8756135182	521.3731689453
56.8354568581	521.5564575195
58.7953001981	521.7706298828
60.755143538	522.3475952148
62.7149868779	522.9373779297
64.6748302179	523.5401000977
66.6346735578	524.1557006836
68.5945168977	524.7842407227
70.5543602377	525.4255981445
72.5142035776	526.0085449219
74.4740469175	526.5872802734
76.4338902575	527.1658935547
78.3937335974	527.7794799805
80.3535769373	528.4147338867
82.3134202773	529.0415649414
84.2732636172	529.6600341797
86.2331069572	530.2700195313
88.1929502971	530.8715209961
90.152793637	531.4646606445
92.112636977	532.0493774414
94.0724803169	532.6256103516
96.0323236568	533.1924438477
97.9921669968	533.7302856445
99.9520103367	534.2559204102
101.9118536766	534.7692871094
103.8716970166	535.2703857422
105.8315403565	535.7592163086
107.7913836964	536.2358398438
109.7512270364	536.7001953125
111.7110703763	537.15234375
113.6709137163	537.5922241211
115.6307570562	538.6048583984
117.5906003961	540.1288452148
119.5504437361	541.6877441406
121.510287076	543.2816772461
123.4701304159	544.8274536133
125.4299737559	546.3908081055
127.3898170958	547.9796142578
129.3496604357	549.59375
131.3095037757	551.2333374023
133.2693471156	552.9463500977
135.2291904555	555.7625732422
137.1890337955	558.5815429688
139.1488771354	561.4032592773
141.1087204753	564.227722168
143.0685638153	567.0548706055
145.0284071552	569.884765625
146.9882504952	572.7174072266
148.9480938351	575.552734375
150.907937175	578.3908081055
152.867780515	580.8455200195
154.8276238549	582.936340332
156.7874671948	584.9829711914
158.7473105348	586.985534668
160.7071538747	588.9439697266
162.6669972146	590.8582763672
164.6268405546	592.728515625
166.5866838945	594.5546264648
168.5465272344	596.3365478516
170.5063705744	598.0630493164
172.4662139143	599.4420776367
174.4260572542	600.7198486328
176.3859005942	601.9797363281
178.3457439341	603.2331542969
180.3055872741	604.4801635742
182.265430614	605.720703125
184.2252739539	606.9548339844
186.1851172939	608.182434082
188.1449606338	609.4036254883
190.1048039737	610.67578125
192.0646473137	611.9981689453
194.0244906536	613.3220214844
195.9843339935	614.647277832
197.9441773335	615.9739379883
199.9040206734	617.3020629883
201.8638640133	618.631652832
203.8237073533	619.9627075195
205.7835506932	621.2951660156
207.7433940331	622.6326904297
209.7032373731	624.1087036133
211.663080713	625.6066894531
213.622924053	627.1266479492
