0	5390.1362304688
92.0330222	5458.9228515625
184.0660443999	5526.2592773438
276.0990665999	5525.1879882813
368.1320887999	5465.8354492188
460.1651109999	5403.771484375
552.1981331998	5352.0200195313
644.2311553998	5315.1625976563
736.2641775998	5275.3461914063
828.2971997997	5232.1733398438
920.3302219997	5193.2680664063
1012.3632441997	5166.701171875
1104.3962663997	5151.9702148438
1196.4292885996	5142.8950195313
1288.4623107996	5095.16796875
1380.4953329996	5014.9663085938
1472.5283551995	4947.5278320313
1564.5613773995	4888.0073242188
1656.5943995995	4828.4291992188
1748.6274217994	4775.2758789063
1840.6604439994	4710.0581054688
1932.6934661994	4652.2470703125
2024.7264883994	4599.53515625
2116.7595105993	4539.5522460938
2208.7925327993	4490.1015625
2300.8255549993	4440.1025390625
2392.8585771992	4384.599609375
2484.8915993992	4301.6313476563
2576.9246215992	4284.3408203125
2668.9576437992	4275.1904296875
2760.9906659991	4213.7939453125
2853.0236881991	4100.3896484375
2945.0567103991	3977.4052734375
3037.089732599	3890.8994140625
3129.122754799	3854.7902832031
3221.155776999	3860.0441894531
3313.1887991989	3892.4523925781
3405.2218213989	3922.6794433594
3497.2548435989	3937.275390625
3589.2878657989	3922.3542480469
3681.3208879988	3934.2697753906
3773.3539101988	3949.9636230469
3865.3869323988	3987.6306152344
3957.4199545987	4026.0378417969
4049.4529767987	4034.6381835938
4141.4859989987	4015.6198730469
4233.5190211987	3973.0458984375
4325.5520433986	3950.1496582031
4417.5850655986	3913.1003417969
4509.6180877986	3887.2062988281
4601.6511099985	3854.0036621094
4693.6841321985	3741.7255859375
4785.7171543985	3625.5522460938
4877.7501765984	3557.5341796875
4969.7831987984	3464.904296875
5061.8162209984	3465.3825683594
5153.8492431984	3496.9074707031
5245.8822653983	3510.7412109375
5337.9152875983	3481.1787109375
5429.9483097983	3446.6257324219
5521.9813319982	3465.6271972656
5614.0143541982	3492.9165039063
5706.0473763982	3528.8022460938
5798.0803985981	3559.2958984375
5890.1134207981	3583.158203125
5982.1464429981	3635.5073242188
6074.1794651981	3679.8142089844
6166.212487398	3726.3352050781
6258.245509598	3780.0178222656
6350.278531798	3839.2485351563
6442.3115539979	3885.4975585938
6534.3445761979	3921.4228515625
6626.3775983979	3952.2353515625
6718.4106205979	3994.5717773438
6810.4436427978	4042.9060058594
6902.4766649978	4085.2150878906
6994.5096871978	4130.2021484375
7086.5427093977	4159.0844726563
7178.5757315977	4180.6142578125
7270.6087537977	4151.7416992188
7362.6417759976	4155.7827148438
7454.6747981976	4210.9282226563
7546.7078203976	4277.8168945313
7638.7408425976	4325.4936523438
7730.7738647975	4364.1567382813
7822.8068869975	4377.4384765625
7914.8399091975	4343.7939453125
8006.8729313974	4299.6083984375
8098.9059535974	4280.9770507813
8190.9389757974	4272.1977539063
8282.9719979974	4245.1215820313
8375.0050201973	4219.0014648438
8467.0380423973	4173.7075195313
8559.0710645973	4107.14453125
8651.1040867972	4059.0544433594
8743.1371089972	4047.4609375
8835.1701311972	4066.8400878906
8927.2031533971	4087.0266113281
9019.2361755971	4113.4580078125
9111.2691977971	4136.556640625
9203.3022199971	4142.6538085938
9295.335242197	4141.79296875
9387.368264397	4155.556640625
9479.401286597	4172.3315429688
9571.4343087969	4188.0678710938
9663.4673309969	4225.634765625
9755.5003531969	4283.4350585938
9847.5333753969	4407.2783203125
9939.5663975968	4523.57421875
10031.5994197968	4570.37890625
10123.6324419968	4640.3295898438
10215.6654641967	4738.43359375
10307.6984863967	4840.2993164063
10399.7315085967	4890.1284179688
10491.7645307966	4912.3408203125
10583.7975529966	4952.9028320313
10675.8305751966	4984.103515625
10767.8635973966	5020.4946289063
10859.8966195965	5120.9638671875
10951.9296417965	5120.310546875
11043.9626639965	5098.4057617188
11135.9956861964	5050.271484375
11228.0287083964	4950.9321289063
11320.0617305964	4847.5810546875
11412.0947527963	4786.1791992188
11504.1277749963	4765.1967773438
11596.1607971963	4764.6850585938
11688.1938193963	4764.7861328125
11780.2268415962	4784.0190429688
11872.2598637962	4748.1879882813
11964.2928859962	4630.3872070313
12056.3259081961	4539.1943359375
12148.3589303961	4473.943359375
12240.3919525961	4451.318359375
12332.4249747961	4496.5649414063
12424.457996996		4566.1904296875
12516.491019196		4678.0673828125
12608.524041396		4787.984375
12700.5570635959	4855.3168945313
12792.5900857959	4909.0048828125
12884.6231079959	5037.7646484375
12976.6561301958	5114.4692382813
13068.6891523958	5155.0302734375
13160.7221745958	5193.3447265625
13252.7551967958	5260.9545898438
13344.7882189957	5317.3271484375
13436.8212411957	5364.5380859375
13528.8542633957	5385.4506835938
13620.8872855956	5395.466796875
